,gameidx,move
1879,2581,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1880,2938,"[2, 0, 0, 0, 0, 3, 3]"
1881,2725,"[2, 1, 1, 1, 1, 1]"
1882,2568,"[1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0]"
1883,2343,"[1, 1, 1, 1, 3, 3, 3, 3, 3, 1]"
1884,2794,"[1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1885,453,"[1, 1, 3, 3, 1, 1, 1, 0, 2, 2, 2, 2]"
1886,3268,"[3, 1, 1, 3, 1, 1, 1, 3]"
1887,693,[]
1888,2325,"[0, 0, 2, 2, 2, 2, 0, 0, 2]"
1889,2373,"[0, 0, 0, 0, 0]"
1890,1460,"[1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 3]"
1891,681,"[0, 0, 0, 0, 0, 2, 2]"
1892,481,"[2, 2, 2, 2, 2, 0, 0, 0]"
1893,1905,"[0, 3, 0, 0, 3, 0, 0]"
1894,1606,"[0, 2, 2, 2, 1, 1, 1, 2, 2, 1]"
1895,1304,"[3, 3, 3, 3, 0, 0, 0, 3]"
1896,2907,"[0, 0, 0, 0, 0, 2, 1]"
1897,114,"[0, 0, 2, 2, 2, 2]"
1898,1669,"[1, 3, 3, 0, 0, 3, 3]"
1899,1548,"[3, 0, 0, 0, 0, 3, 3, 3]"
1900,431,"[1, 1, 1, 1, 3, 3]"
1901,769,"[1, 3, 3, 3, 3]"
1902,2847,"[2, 2, 2, 0, 0, 0, 0, 2]"
1903,2449,[]
1904,2576,"[3, 3, 3, 3, 1]"
1905,274,"[0, 2, 2, 2, 2, 2, 0, 0]"
1906,2299,"[3, 3, 1, 1, 1, 1, 2, 2, 2]"
1907,2142,"[1, 1, 1, 1, 1, 2]"
1908,1,"[2, 2, 1, 1, 1, 1, 3]"
1909,672,"[2, 3, 3, 1, 1, 1, 1, 1, 3]"
1910,588,"[2, 2, 2, 2, 2, 0, 0, 0]"
1911,2744,"[3, 3, 3, 3, 3, 0]"
1912,3075,"[2, 0, 0, 0, 0, 3]"
1913,2640,"[3, 0, 0, 0, 0, 3, 3, 0]"
1914,2255,"[0, 0, 0, 2, 2, 2, 0, 0]"
1915,2798,"[1, 2, 2, 2, 2, 1, 1]"
1916,614,"[1, 1, 1, 1, 1, 2, 0]"
1917,2897,"[3, 3, 3, 3, 0]"
1918,388,"[3, 3, 3, 1, 1, 1, 1, 1]"
1919,2828,[]
1920,609,"[0, 0, 0, 0, 0]"
1921,2173,"[2, 0, 2, 2, 1, 2, 2]"
1922,1246,"[0, 0, 0, 0, 0, 3, 3]"
1923,1502,"[2, 2, 2, 2, 1, 1]"
1924,126,"[0, 0, 3, 3, 3, 3]"
1925,565,"[0, 0, 3, 3, 3, 3, 3, 1]"
1926,542,"[0, 3, 3, 3, 3, 3, 1]"
1927,2295,"[2, 2, 2, 2, 0]"
1928,1172,"[3, 3, 3, 3, 3, 1, 1]"
1929,504,"[1, 1, 1, 1, 3, 3, 3, 3]"
1930,1429,"[2, 2, 0, 0, 0, 0, 0]"
1931,1045,"[0, 0, 0, 3, 3, 3, 3, 3]"
1932,624,"[1, 3, 3, 3, 3]"
1933,1268,"[2, 2, 2, 2, 0, 2, 0, 0]"
1934,1638,"[1, 3, 1, 3, 3, 3, 0]"
1935,1564,[]
1936,14,"[3, 3, 3, 3, 1, 1]"
1937,231,"[0, 0, 0, 0, 0, 3]"
1938,1917,"[3, 1, 1, 1, 1, 1, 3]"
1939,2207,"[0, 3, 3, 3, 3]"
1940,928,"[3, 3, 3, 0, 0, 0, 0, 0]"
1941,1099,"[3, 3, 2, 1, 1, 1, 1, 1, 3, 3]"
1942,1993,"[1, 1, 1, 3, 3, 3, 1, 1, 2]"
1943,1665,"[0, 0, 0, 0, 2, 2, 2, 2]"
1944,1273,"[1, 1, 1, 2, 2, 1, 1]"
1945,1890,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1946,259,"[0, 0, 0, 0, 0]"
1947,782,"[3, 3, 0, 0, 0, 3, 3, 3, 0, 0]"
1948,1117,"[3, 3, 1, 1, 1, 1, 1, 3, 3]"
1949,2119,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2]"
1950,621,"[0, 0, 3, 3, 3, 3, 1]"
1951,1027,[]
1952,996,"[3, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1953,2275,"[0, 3, 3, 2, 0, 0, 0, 2, 0]"
1954,23,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 1]"
1955,2940,"[0, 0, 0, 0, 2, 2, 2]"
1956,1070,"[1, 3, 3, 3, 3]"
1957,2611,"[1, 1, 1, 1, 2]"
1958,781,"[0, 0, 0, 3, 3, 3, 3, 0]"
1959,1474,"[0, 0, 0, 0, 0, 2, 2, 2]"
1960,3243,"[3, 3, 3, 0, 0, 3, 3]"
1961,2762,"[2, 2, 2, 1, 2]"
1962,99,"[0, 0, 2, 2, 0, 2, 0, 0, 3]"
1963,715,"[0, 0, 0, 0, 0, 1]"
1964,812,"[0, 0, 0, 2, 2, 2, 2, 2]"
1965,2969,"[1, 1, 0, 0, 2, 2, 2, 1, 1, 3, 1, 1, 3]"
1966,2164,"[1, 2, 2, 2, 2, 0]"
1967,1026,[]
1968,2871,"[2, 0, 0, 0, 0, 0, 2]"
1969,535,"[3, 1, 1, 1, 1, 3, 3, 3, 3]"
1970,1168,"[0, 0, 0, 0, 1, 3, 3, 3, 3, 3, 0, 0]"
1971,736,"[0, 0, 0, 0, 0, 3, 3, 3, 3]"
1972,1384,"[1, 1, 1, 1, 2]"
1973,942,"[0, 0, 3, 0, 0, 0, 3]"
1974,2128,"[1, 1, 1, 1, 2, 2, 2, 2]"
1975,2369,"[1, 1, 1, 3, 3, 3, 3, 3, 2, 1, 1]"
1976,2883,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
1977,1825,"[1, 1, 1, 1, 1, 3, 3]"
1978,181,"[0, 3, 3, 3, 3, 3, 0, 2]"
1979,2316,"[0, 0, 2, 2, 2, 2, 2]"
1980,1201,"[2, 2, 2, 0, 2, 0, 0]"
1981,904,"[1, 1, 2, 1, 1]"
1982,2765,"[1, 0, 0, 0, 0, 1, 3, 3, 3, 0, 3, 3, 1, 1, 1, 1, 1]"
1983,2542,[]
1984,1442,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
1985,98,"[0, 0, 0, 0]"
1986,408,"[1, 2, 2, 2, 2, 0, 0, 0]"
1987,3105,"[2, 2, 2, 2, 1]"
1988,635,"[3, 3, 3, 3, 3]"
1989,3143,"[2, 2, 2, 2, 1, 1]"
1990,1720,"[0, 3, 3, 3, 3, 3, 1]"
1991,2887,"[2, 2, 2, 1, 1, 1, 1, 1]"
1992,2759,"[0, 0, 3, 3, 0, 3, 3, 3]"
1993,2248,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1994,2652,"[0, 0, 2, 2, 2, 2, 2]"
1995,2170,"[2, 2, 2, 2, 2, 1]"
1996,936,"[3, 1, 1, 1, 1, 1]"
1997,392,"[0, 1, 0, 3, 3, 3, 3]"
1998,1549,"[1, 2, 1, 2, 2, 2, 2, 0, 0, 3]"
1999,2153,[]
2000,3085,"[3, 2, 0, 0, 0, 0]"
2001,3107,"[3, 3, 3, 3, 0]"
2002,1859,"[1, 1, 1, 1]"
2003,879,"[2, 1, 1, 1, 1, 1]"
2004,1796,"[1, 1, 1, 2, 2, 2, 2, 0, 0, 2]"
2005,1460,"[3, 3, 3, 1, 1, 1, 3, 3]"
2006,2503,"[2, 0, 0, 0, 0, 2, 2, 2]"
2007,2788,"[1, 1, 1, 1, 2, 2, 2]"
2008,302,"[3, 3, 3, 3, 0, 0]"
2009,916,"[1, 1, 1, 1, 2, 2, 2, 1]"
2010,680,"[0, 0, 0, 0, 3]"
2011,2288,"[1, 1, 1, 1, 3]"
2012,3157,"[1, 3, 1, 3, 1, 1, 1]"
2013,3272,"[0, 3, 3, 3, 3, 3, 1, 1]"
2014,274,"[1, 1, 1, 1, 1, 3]"
2015,1631,[]
2016,147,"[3, 3, 1, 3, 1, 3, 3, 1]"
2017,1179,"[0, 3, 0, 3, 0, 3, 3, 1, 3]"
2018,1954,"[0, 0, 0, 0, 3, 0]"
2019,269,"[3, 0, 0, 0, 2, 2, 2, 2, 2, 0]"
2020,1813,"[0, 0, 0, 0]"
2021,3149,"[2, 2, 2, 0, 0, 0, 0]"
2022,2141,"[0, 3, 3, 3, 3, 3, 0]"
2023,1054,"[2, 2, 2, 2, 2]"
2024,345,"[1, 1, 1, 1, 3, 3, 3]"
2025,2762,"[0, 3, 0, 3, 3, 0, 3]"
2026,2983,"[2, 2, 0, 0, 2, 0, 0]"
2027,896,"[3, 3, 3, 3, 3, 1]"
2028,2178,"[2, 1, 1, 3, 1, 1, 3, 1]"
2029,422,"[3, 3, 3, 3]"
2030,2169,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2031,1673,[]
2032,2966,"[3, 3, 3, 3, 1, 1]"
2033,420,"[3, 2, 1, 1, 1, 1, 3]"
2034,2458,"[0, 0, 0, 2, 0, 0, 2]"
2035,3056,"[1, 1, 1, 2, 2, 2, 1, 1]"
2036,2789,"[0, 0, 0, 0, 0, 3]"
2037,2738,"[1, 1, 1, 1, 3, 3]"
2038,1062,"[0, 3, 3, 3, 3]"
2039,3012,"[1, 1, 1, 1, 3]"
2040,1172,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 0]"
2041,1408,"[1, 1, 1, 1, 1, 2]"
2042,693,"[0, 3, 0, 3, 3, 3, 3]"
2043,2692,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
2044,3098,"[2, 2, 2, 1, 2, 1, 1]"
2045,1024,"[0, 3, 3, 3, 3, 3]"
2046,2219,"[2, 2, 2, 2, 2]"
2047,357,[]
2048,2831,"[1, 1, 1, 1, 2, 2]"
2049,2040,"[0, 3, 3, 3, 0, 0, 0, 0, 3]"
2050,3148,"[0, 0, 0, 0, 0, 3, 3, 3]"
2051,1795,"[0, 0, 3, 0, 0, 0]"
2052,1603,"[2, 2, 0, 2, 0, 2, 0, 0, 0, 2]"
2053,645,"[3, 0, 0, 0, 0, 0]"
2054,1693,"[2, 2, 2, 2, 0, 0, 0, 0, 2]"
2055,1030,"[3, 2, 2, 1, 1, 1, 1]"
2056,1532,"[1, 2, 1, 2, 2, 2, 1, 1]"
2057,2658,"[2, 2, 2, 2, 2, 0]"
2058,346,"[2, 2, 2, 0, 0, 0, 2]"
2059,1818,"[2, 2, 2, 2, 2, 0]"
2060,739,"[3, 1, 3, 1, 3, 1, 3]"
2061,1601,"[3, 3, 3, 0, 3, 0]"
2062,1772,"[3, 3, 3, 3, 0, 0, 0, 0]"
2063,399,[]
2064,810,"[1, 2, 1, 1, 2, 2, 2, 0, 0, 2, 0]"
2065,921,"[1, 1, 1, 1, 2]"
2066,2630,"[3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3]"
2067,2304,"[3, 0, 0, 2, 2, 2, 2, 0, 0, 0]"
2068,1271,"[1, 1, 1, 1, 1]"
2069,1768,"[3, 0, 0, 0, 0, 0]"
2070,112,"[1, 2, 2, 2, 2, 2]"
2071,1634,"[0, 3, 3, 3, 3, 1, 1]"
2072,1666,"[0, 0, 0, 0, 2, 2, 2]"
2073,691,"[2, 2, 2, 2, 2]"
2074,1079,"[0, 0, 0, 0]"
2075,1003,"[2, 2, 2, 2, 2]"
2076,207,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 0, 3]"
2077,1532,"[1, 1, 3, 3, 3, 3, 1, 1]"
2078,1464,"[1, 1, 1, 2, 2, 1, 2]"
2079,978,[]
2080,620,"[2, 3, 3, 0, 0, 0, 0, 0]"
2081,592,"[0, 0, 2, 2, 2, 2, 2, 3, 1, 1, 1, 2]"
2082,144,"[3, 0, 3, 3, 3, 3]"
2083,971,"[3, 1, 3, 3, 0, 3]"
2084,31,"[1, 1, 1, 1, 1]"
2085,739,"[1, 1, 3, 3, 3, 3, 3, 1, 1, 1]"
2086,356,"[3, 3, 3, 3, 3, 1, 1, 1]"
2087,2198,"[1, 1, 1, 1, 2, 2]"
2088,1853,"[1, 2, 2, 2, 2, 2, 1, 1]"
2089,428,"[3, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2]"
2090,1211,"[0, 0, 0, 0, 0, 2, 2, 2]"
2091,3133,"[2, 2, 2, 2, 2, 1, 1, 1]"
2092,748,"[3, 3, 3, 3, 3, 0, 0]"
2093,1577,"[1, 1, 1, 1, 1]"
2094,773,"[3, 3, 3, 3, 3, 1]"
2095,604,[]
2096,3004,"[1, 3, 3, 3, 3, 3]"
2097,660,"[2, 0, 0, 0, 2, 2, 0]"
2098,2397,"[0, 0, 0, 0, 0, 3]"
2099,2816,"[0, 0, 0, 0, 0, 2, 2, 2]"
2100,993,"[0, 0, 0, 0, 0]"
2101,3145,"[0, 2, 2, 2, 2, 2]"
2102,24,"[3, 1, 1, 2, 1, 1, 1, 3]"
2103,3269,"[1, 3, 3, 3, 3, 3, 1, 2]"
2104,291,"[1, 3, 1, 1, 0, 3, 3, 1, 1, 1]"
2105,2419,"[2, 2, 2, 2, 0, 0, 0]"
2106,2233,"[0, 0, 0, 0, 0]"
2107,1939,"[2, 2, 1, 2, 2, 2, 1, 3, 1, 1, 1]"
2108,2934,"[3, 3, 3, 3, 1, 1, 1]"
2109,2603,"[0, 2, 2, 2, 2, 2, 1]"
2110,2557,"[3, 0, 0, 0, 0, 0, 3, 3, 3, 3]"
2111,2564,[]
2112,2629,"[0, 2, 0, 2, 0, 0, 0, 2, 1, 2, 2, 0]"
2113,2136,"[2, 2, 2, 2, 2, 0]"
2114,3103,"[3, 3, 1, 1, 1, 1, 1, 2, 2, 2]"
2115,2022,"[3, 3, 3, 3, 1]"
2116,1125,"[1, 1, 1, 1, 1, 2]"
2117,2883,"[2, 2, 2, 0, 0, 0, 0, 0, 1]"
2118,126,"[2, 1, 1, 1, 1, 3]"
2119,230,"[0, 0, 3, 3, 3, 3, 3, 1]"
2120,1324,"[3, 3, 3, 0, 0, 0, 0, 2]"
2121,779,"[3, 3, 3, 3, 3, 0]"
2122,957,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 1]"
2123,2727,"[0, 0, 0, 0, 2, 2]"
2124,2749,"[1, 2, 2, 2, 2]"
2125,3166,"[3, 3, 3, 2, 1, 1, 1, 1, 2, 2, 2]"
2126,2175,"[2, 2, 1, 1, 1, 1]"
2127,2980,[]
2128,2790,"[2, 2, 2, 2, 2, 0, 0]"
2129,2656,"[2, 2, 2, 0, 0, 0, 0]"
2130,1979,"[1, 1, 1, 3, 3, 3, 3, 1, 1]"
2131,177,"[1, 1, 1, 1]"
2132,1577,"[1, 1, 3, 3, 3, 3, 3]"
2133,251,"[0, 3, 3, 3, 3, 1]"
2134,2746,"[1, 1, 1, 1, 1, 2, 2, 2]"
2135,1788,"[1, 1, 3, 3, 3, 3]"
2136,1015,"[0, 0, 3, 3, 3, 3, 3]"
2137,1927,"[2, 2, 2, 2]"
2138,1739,"[3, 3, 3, 3, 3, 1, 1, 1]"
2139,836,"[0, 0, 0, 0, 0, 3]"
2140,2355,"[0, 0, 0, 0]"
2141,1181,"[1, 1, 1, 2, 2, 2, 2, 2, 1]"
2142,92,"[0, 0, 0, 3, 0, 0, 2]"
2143,1146,[]
2144,812,"[1, 1, 1, 1, 3, 3]"
2145,3106,"[3, 3, 3, 3, 3, 1, 1]"
2146,1138,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2147,1945,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
2148,1786,"[3, 3, 1, 1, 3, 3]"
2149,142,"[2, 2, 2, 0, 0, 2, 0, 0]"
2150,1266,"[2, 2, 2, 2, 2, 0, 0]"
2151,1075,"[0, 2, 2, 2, 2, 2]"
2152,739,"[1, 1, 1, 2, 2, 2, 2]"
2153,1147,"[1, 0, 0, 2, 0, 2, 2, 2, 0, 0]"
2154,2726,"[3, 3, 3, 3]"
2155,611,"[3, 3, 0, 3, 3, 3, 1, 1, 1, 1, 2]"
2156,1271,"[2, 2, 2, 0, 0, 0, 0]"
2157,1354,"[1, 1, 3, 3, 3, 3]"
2158,204,"[0, 1, 2, 1, 2, 2, 2, 2, 0, 0]"
2159,923,[]
2160,1439,"[2, 1, 0, 0, 0, 2, 2, 1, 1, 3, 3, 0, 0, 1, 1, 2, 1, 0, 2, 1]"
2161,436,"[0, 2, 2, 1, 1, 0, 2, 2, 1, 2, 0, 0, 3, 1, 1, 1, 0, 0, 3, 3, 1, 1]"
2162,1617,"[0, 0, 0, 0, 3, 3, 3]"
2163,1041,"[2, 0, 0, 2, 2, 2, 1, 1]"
2164,1983,"[0, 0, 0, 0, 0]"
2165,2706,"[1, 1, 1, 1, 2, 2, 2]"
2166,2725,"[1, 3, 3, 3, 0, 0, 3]"
2167,396,"[3, 3, 3, 3, 3]"
2168,58,"[2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
2169,1163,"[3, 3, 1, 3, 3, 3]"
2170,2953,"[1, 2, 2, 2, 1, 2]"
2171,2084,"[3, 1, 1, 1, 1, 2, 1, 2]"
2172,2613,"[1, 1, 1, 2, 2, 2, 1, 1]"
2173,737,"[2, 2, 2, 2, 2, 0]"
2174,1080,"[1, 1, 1, 1, 3, 3, 3, 3, 3]"
2175,1507,[]
2176,646,"[2, 1, 1, 2, 2, 2, 1, 1]"
2177,1648,"[2, 2, 2, 2, 2, 0]"
2178,244,"[1, 3, 1, 3, 1, 1, 1]"
2179,1374,"[1, 1, 1, 1, 1]"
2180,1508,"[0, 0, 0, 0, 0, 3, 3, 3]"
2181,2200,"[1, 1, 1, 1, 2]"
2182,17,"[1, 1, 2, 2, 2, 2, 2, 1]"
2183,705,"[2, 2, 1, 1, 1, 1, 1]"
2184,1202,"[3, 3, 3, 0, 0, 0, 0, 0]"
2185,605,"[3, 3, 3, 3, 0, 0]"
2186,468,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
2187,1650,"[0, 3, 0, 0, 3, 0, 0]"
2188,3179,"[3, 3, 3, 3, 3, 1, 1, 1]"
2189,2730,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
2190,1676,"[1, 1, 1, 2, 2, 2, 2, 1]"
2191,2891,[]
2192,3057,"[0, 0, 0, 2, 2, 2, 2, 1]"
2193,983,"[0, 0, 2, 2, 2, 2, 0, 0, 0]"
2194,457,"[1, 1, 2, 2, 2, 2, 2]"
2195,324,"[2, 1, 1, 1, 1, 2, 2, 2, 2]"
2196,1243,"[0, 2, 2, 0, 0, 0, 0]"
2197,2067,"[3, 1, 1, 1, 3, 3, 1]"
2198,1754,"[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]"
2199,2215,"[1, 1, 1, 3, 3, 3, 3, 3]"
2200,1057,"[0, 0, 0, 0, 1, 3, 3, 3, 3]"
2201,376,"[2, 0, 0, 0, 2, 2, 2, 2]"
2202,2468,"[2, 2, 2, 2, 2, 1, 1]"
2203,2878,"[2, 2, 2, 2, 0, 0, 2, 0, 0]"
2204,2017,"[1, 1, 1, 3, 3, 3, 3]"
2205,2546,"[2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3]"
2206,2583,"[2, 0, 2, 2, 2, 1, 1]"
2207,2575,[]
2208,2532,"[1, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 2, 2, 1, 1, 1, 1, 1, 3, 2, 0, 0, 0, 0, 0]"
2209,2684,"[3, 3, 3, 3, 3, 1, 1, 2, 2, 0, 0, 0, 3, 0, 0, 2, 3, 3, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 1, 1, 1, 3, 2, 0, 0, 3, 3]"
2210,253,"[1, 2, 2, 1, 1, 1, 3, 1, 0, 3, 0, 0, 2, 0, 3, 0, 3, 3, 3, 1, 2, 2, 2, 1, 3, 0, 3, 3, 1, 2, 2, 1, 1, 3, 1, 2, 0, 0, 0, 3, 3, 1, 0]"
2211,1108,"[2, 2, 0, 3, 0, 0, 0, 2, 0, 2, 1, 1, 1, 2, 2, 3, 3, 0, 3, 3, 1]"
2212,3171,"[0, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
2213,2602,"[1, 1, 1, 3, 0, 3, 3, 3, 0, 0, 3, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0]"
2214,345,"[3, 1, 1, 1, 2, 1, 1, 2, 0]"
2215,1891,"[0, 0, 2, 2, 2, 2, 0, 0, 0]"
2216,2536,"[0, 0, 0, 2, 2, 1, 2, 2, 0, 0, 2]"
2217,2979,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2218,2103,"[3, 2, 2, 1, 1, 1, 1]"
2219,2785,"[0, 0, 0, 0, 3, 3, 3, 3]"
2220,3117,"[2, 2, 1, 1, 1, 1]"
2221,2419,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
2222,1182,"[0, 0, 3, 3, 3, 0, 0, 3, 3]"
2223,2618,[]
2224,303,"[3, 1, 1, 1, 3, 3, 1]"
2225,1533,"[3, 3, 0, 0, 0, 0]"
2226,1,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
2227,881,"[1, 0, 3, 3, 3, 3, 3, 0]"
2228,2647,"[1, 3, 3, 3, 3, 1]"
2229,3064,"[1, 1, 1, 1]"
2230,2222,"[3, 3, 3, 3, 3, 0, 0, 0]"
2231,2083,"[1, 3, 3, 3, 3, 3]"
2232,2478,"[3, 3, 0, 0, 0, 0]"
2233,3223,"[1, 1, 1, 1, 1, 3]"
2234,2195,"[1, 2, 1, 1, 2, 1, 1, 2, 2, 2]"
2235,1819,"[0, 0, 0, 3, 3, 3, 3, 3]"
2236,1254,"[1, 1, 1, 1, 1]"
2237,13,"[0, 0, 0, 0, 2, 2, 2, 2, 2]"
2238,3081,"[1, 3, 1, 1, 1, 1]"
2239,783,[]
2240,335,"[1, 1, 1, 1, 1]"
2241,1997,"[2, 1, 1, 1, 1, 1, 0, 0, 1, 3, 1]"
2242,2287,"[3, 3, 1, 1, 1, 2, 1, 1, 3, 3, 0]"
2243,3180,"[0, 0, 0, 0, 0]"
2244,2940,"[1, 1, 1, 2, 2, 2, 2, 2, 1, 1]"
2245,1289,"[3, 3, 3, 1, 1, 1, 1, 1]"
2246,3058,"[2, 2, 2, 2, 2, 1]"
2247,690,"[1, 1, 2, 2, 2, 2, 2]"
2248,230,"[1, 1, 1, 3, 3, 1, 1, 3, 3]"
2249,2330,"[0, 3, 3, 3, 3, 0]"
2250,1301,"[0, 0, 0, 2, 2, 2, 2, 2]"
2251,193,"[0, 0, 0, 0, 2, 0]"
2252,3217,"[1, 2, 2, 2, 2, 2]"
2253,1424,"[0, 0, 0, 0, 2, 2]"
2254,2583,"[3, 3, 3, 0, 0, 0, 0, 0, 2, 2]"
2255,383,[]
2256,898,"[0, 0, 0, 0, 0, 2, 2]"
2257,2950,"[1, 1, 1, 1, 3]"
2258,322,"[1, 1, 1, 1, 0, 2, 2, 2, 2, 1]"
2259,3021,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 2]"
2260,2354,"[2, 0, 0, 0, 0, 0]"
2261,1472,"[1, 1, 3, 3, 3, 3, 3, 1]"
2262,1087,"[1, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0]"
2263,713,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
2264,1742,"[3, 3, 3, 3, 3, 0, 0]"
2265,1083,"[3, 0, 0, 0, 2, 2, 0]"
2266,1966,"[3, 3, 0, 0, 0, 0, 0]"
2267,920,"[1, 1, 2, 2, 2, 2]"
2268,2735,"[3, 3, 3, 3, 3, 0]"
2269,1652,"[2, 2, 2, 0, 0, 0, 0]"
2270,555,"[2, 2, 2, 2, 1, 1, 1]"
2271,599,[]
2272,1474,"[0, 0, 3, 3, 3, 3, 0, 3, 0]"
2273,140,"[1, 1, 2, 2, 2, 2]"
2274,1367,"[0, 0, 0, 0, 3, 3]"
2275,1668,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2276,2302,"[0, 3, 3, 3, 3, 3]"
2277,2807,"[3, 3, 3, 3, 3]"
2278,2938,"[0, 0, 0, 0, 0, 3, 3]"
2279,2078,"[2, 2, 2, 2, 1, 1]"
2280,2812,"[2, 2, 2, 2, 2]"
2281,2668,"[0, 0, 2, 2, 2, 2, 2, 1]"
2282,1710,"[1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 0]"
2283,2918,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
2284,3079,"[3, 0, 0, 0, 2, 2, 0]"
2285,1149,"[1, 1, 1, 2, 2, 2, 1, 1, 2]"
2286,492,"[3, 1, 3, 3, 3, 3]"
2287,676,[]
2288,468,"[0, 0, 0, 0, 0]"
2289,1185,"[1, 3, 1, 1, 1]"
2290,1858,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2291,2422,"[1, 1, 1, 1, 3]"
2292,3193,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 2]"
2293,2905,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
2294,2665,"[0, 1, 3, 3, 3, 3, 1]"
2295,63,"[3, 1, 1, 1, 1, 0, 3, 3, 3, 2, 1]"
2296,250,"[2, 2, 2, 0, 0, 0, 0, 0, 2]"
2297,2713,"[1, 1, 1, 1, 3, 3]"
2298,2419,"[0, 0, 0, 0]"
2299,3100,"[2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3]"
2300,2880,"[3, 3, 0, 0, 0, 0, 0, 3, 3]"
2301,519,"[1, 1, 3, 3, 3, 1, 1, 1]"
2302,601,"[2, 2, 2, 2, 0, 0, 0]"
2303,2564,[]
2304,538,"[1, 1, 0, 0, 0, 1, 1, 1, 2, 3, 0, 0, 2, 2, 2, 2]"
2305,2837,"[2, 2, 2, 1, 3, 1, 1, 1, 1, 3, 0, 3, 3, 1]"
2306,2628,"[0, 3, 3, 3, 3, 3]"
2307,2370,"[0, 0, 0, 0, 3, 3, 3]"
2308,3027,"[2, 2, 2, 2]"
2309,455,"[3, 3, 3, 3]"
2310,608,"[2, 2, 0, 2, 0, 0, 0, 2]"
2311,2743,"[3, 1, 1, 1, 3, 3, 3, 1]"
2312,388,"[1, 2, 2, 2, 2, 2, 0]"
2313,1825,"[2, 3, 0, 0, 0, 0, 3, 3, 3, 3, 0]"
2314,1713,"[3, 0, 0, 0, 2, 2, 2, 2, 0]"
2315,3095,"[3, 0, 0, 3, 3, 3]"
2316,1857,"[1, 1, 1, 1, 3, 3, 1]"
2317,1118,"[0, 0, 3, 3, 3, 3, 3]"
2318,688,"[0, 2, 1, 2, 1, 2, 1, 1, 2]"
2319,990,[]
2320,2331,"[2, 0, 0, 0, 0, 0, 2, 2, 1]"
2321,679,"[3, 3, 3, 3, 0]"
2322,1234,"[0, 3, 3, 3, 3, 1]"
2323,1669,"[0, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2]"
2324,659,"[0, 2, 2, 2, 2, 2, 1, 0, 3, 1, 1, 1, 1]"
2325,1218,"[1, 1, 1, 1, 3]"
2326,2677,"[1, 3, 3, 3, 3]"
2327,1984,"[1, 1, 1, 1, 1, 3, 3, 0]"
2328,3083,"[3, 3, 3, 3, 1]"
2329,1412,"[1, 1, 1, 1]"
2330,998,"[2, 1, 1, 1, 2, 1, 1, 2, 2]"
2331,962,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1]"
2332,2938,"[2, 2, 2, 2, 2, 0, 0]"
